scope,anchor,design,group,outcome,outcome_label,family,fe,b,se,p,N,clusters,mean_y,status
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-1.220258976612904,0.978139466802164,0.2122029846366934,744.0,67.0,9.254907112940804,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-3.2139829820130004,2.9255260978194086,0.2719425760863501,734.0,65.0,9.254907112940804,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,stackyear,0.05555555555555556,0.08818325909924031,0.5286938250571787,374.0,35.0,0.06913183279742766,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.06908636634438,0.09577650110714857,0.47070712765385636,372.0,35.0,0.08681184488872527,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.05555555555555556,0.08818325909924031,0.5286938250571787,374.0,35.0,0.05627009646302251,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.5833333333333329,0.1679214742047988,0.0005130554990480168,382.0,35.0,1.2578125,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.11111111111111108,0.06538720847700347,0.0892666248954014,382.0,35.0,0.3640625,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.13888888888888884,0.07393873024762775,0.06032206924558406,374.0,35.0,0.35691318327974275,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.3333333333333335,0.039857225082589355,6.104755103274008e-17,380.0,35.0,0.5660377358490566,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.4241950177944784,0.8266054676695082,0.0033601641911107233,374.0,35.0,2.615738991820196,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,0.2316272965879267,0.06328937558955502,0.000252399108013646,280.0,32.0,0.22271714922049,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.47684801160273427,0.14416375480989316,0.0009407120271434142,280.0,32.0,0.505575728180199,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.17454068241469833,0.05431778758286455,0.0013120791646393391,280.0,32.0,0.21380846325167038,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.21488434461951061,0.203792122315482,0.29168650401505003,308.0,33.0,0.16842105263157894,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.08246731478377474,0.035058295299015926,0.018658168523288502,308.0,33.0,0.018947368421052633,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,-0.012467191601049879,0.010231703450682745,0.22303918620284746,280.0,32.0,0.011135857461024499,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.13074086490110637,0.14896659680741842,0.38013247933036287,308.0,33.0,0.9178947368421052,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-0.1908488717093654,0.4329347612357656,0.6593390149969403,306.0,33.0,9.625345183525027,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,-0.20532676585588797,0.10352030519439852,0.04731781585410275,454.0,54.0,0.09873708381171067,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,-0.2878965113878758,0.08817338615466867,0.0010941847838789559,436.0,50.0,0.09873708381171067,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.40879296725996317,0.1831369099709632,0.025603638853352192,454.0,54.0,0.15450077448969587,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.42052781839880116,0.14785200652971878,0.0044516341824905065,436.0,50.0,0.15450077448969587,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.20819580561620898,0.1063081797027546,0.050181036238528695,454.0,54.0,0.07577497129735936,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.2878965113878758,0.08817338615466867,0.0010941847838789559,436.0,50.0,0.07577497129735936,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.19943984128836534,0.14069237981222918,0.15631936633290172,472.0,56.0,0.9231638418079096,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,0.2979426133626918,0.11266497647900085,0.008181152846220653,456.0,53.0,0.9231638418079096,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.06530127980705656,0.06816246724278102,0.3380506544403561,472.0,56.0,0.24519774011299436,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,0.0986031789719948,0.05792008550032197,0.0886803278510206,456.0,53.0,0.24519774011299436,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.04747879957345251,0.06391748812382665,0.45759434987348346,454.0,54.0,0.2261768082663605,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,0.09860317897199479,0.0595570028667464,0.09780079158135932,436.0,50.0,0.2261768082663605,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.1296357930772159,0.09638190785544976,0.178618107955679,466.0,55.0,0.6043083900226758,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.0477533888391936,0.13476575507945315,0.7230813630378774,452.0,53.0,0.6043083900226758,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.600255624250648,0.8300069533947801,0.0017314038733914465,466.0,56.0,2.2896425382015657,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-1.941681752247022,0.747774338920364,0.00941474988202526,450.0,53.0,2.2896425382015657,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,stackyear,-0.006559882572805626,0.06640431762761562,0.9213073994984408,716.0,64.0,0.1658119658119658,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,provyear,-0.49999999999999956,0.044554948576145205,3.176438966186652e-29,704.0,62.0,0.1658119658119658,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.07479605808684685,0.12234951152523307,0.5409804242656824,716.0,64.0,0.38062387160718225,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,provyear,-1.0185841811337868,0.15634468956962003,7.269421594483576e-11,704.0,62.0,0.38062387160718225,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.012211822921001484,0.06615236965074416,0.8535416537429819,716.0,64.0,0.14884516680923868,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.49999999999999956,0.044554948576145205,3.176438966186652e-29,704.0,62.0,0.14884516680923868,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,-0.21266639910436977,0.0774592263585611,0.006041379190437152,756.0,65.0,0.2206611570247934,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,-0.11976047904191614,0.07962482042209679,0.1325660101271076,748.0,64.0,0.2206611570247934,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,-0.05384930609830789,0.04229873386485722,0.20299272541154845,756.0,65.0,0.04049586776859504,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,-0.02395209580838322,0.0428524565898614,0.5762003802594251,748.0,64.0,0.04049586776859504,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,-0.010448901768217516,0.026656974058549013,0.6950757333826678,716.0,64.0,0.03247863247863248,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,-0.031249999999999983,0.0560060865324092,0.5768614085037889,704.0,62.0,0.03247863247863248,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,stackyear,0.006495004330284527,0.05156473358402227,0.8997649618114683,756.0,65.0,0.8808933002481389,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.02395209580838324,0.07684743606067293,0.7552808910895246,748.0,64.0,0.8808933002481389,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-0.8987061301242543,0.7902476459368211,0.2554353795865092,740.0,65.0,9.174779728800416,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-4.889160304294073,1.5470657326568342,0.0015761779337448163,732.0,64.0,9.174779728800416,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,0.028571428571428626,0.10663318968035869,0.7887445525579839,354.0,33.0,0.07705479452054795,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.0402473751269367,0.11525475011707727,0.7269364541491905,352.0,33.0,0.11176606447678306,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.028571428571428626,0.10663318968035869,0.7887445525579839,354.0,33.0,0.06335616438356165,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.6761904761904765,0.15012156667366633,6.659645791403725e-06,362.0,33.0,1.1312292358803986,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.14285714285714302,0.05340352676168223,0.007471794471933779,362.0,33.0,0.313953488372093,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.17142857142857143,0.059003596374484116,0.003667935154809978,354.0,33.0,0.3082191780821918,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.3333333333333334,0.04103259016887939,4.524661089725531e-16,360.0,33.0,0.5702341137123745,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.385565251996164,0.6498528263609867,0.0002416680475095755,360.0,33.0,2.407288920249249,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,stackyear,0.1618037135278517,0.0683990513551223,0.018001650524959077,318.0,33.0,0.20841683366733466,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.3730092430989216,0.15287217556541285,0.014686960132182554,318.0,33.0,0.4420148077930522,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.1790450928381966,0.06750557106471157,0.007994524067854317,318.0,33.0,0.19839679358717435,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.16007714561234304,0.294969265637014,0.5873426188930613,342.0,34.0,0.27915869980879543,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.05062680810028921,0.04639157310654711,0.2751438905364444,342.0,34.0,0.04780114722753346,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.0,0.024761045890250223,1.0,318.0,33.0,0.03807615230460922,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.1504339440694309,0.10723462157157589,0.1606619761808432,342.0,34.0,0.9063097514340345,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,0.14338457287082146,0.608179109397901,0.8136185691750839,342.0,34.0,9.371814885024827,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,stackyear,-0.11174576311026506,0.09974609396462783,0.26258502794719385,466.0,56.0,0.08853575482406356,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,provyear,-0.23275593818068674,0.08134035602597633,0.004216331734564088,460.0,55.0,0.08853575482406356,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.2090432032453307,0.17916746258030555,0.2433123222220226,464.0,56.0,0.12776208850327375,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.2731621498982275,0.14218639498396263,0.054712128438938905,458.0,55.0,0.12776208850327375,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.11147614122609555,0.09951381091298314,0.26262524639565255,464.0,56.0,0.06818181818181818,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.23271267228627102,0.08150667506885753,0.00430183533615174,458.0,55.0,0.06818181818181818,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.1448281151466604,0.2429079253350955,0.5510239989213266,488.0,57.0,1.1076581576026636,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,0.44780970162154704,0.16473238053877517,0.006559703902544662,478.0,55.0,1.1076581576026636,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.015867605201711203,0.1158543242271029,0.8910610687083675,488.0,57.0,0.32075471698113206,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,0.16206825018151644,0.08280075586117874,0.05030890008501777,478.0,55.0,0.32075471698113206,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.06619185294878127,0.08025032411626623,0.4094753425456077,466.0,56.0,0.28944381384790013,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,0.17404833523493413,0.0735314736517437,0.017933369639619674,460.0,55.0,0.28944381384790013,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.1381761244183285,0.07578158075370332,0.06825083908157939,478.0,56.0,0.6082589285714286,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.11433703538472367,0.126487442632602,0.3660273160422084,470.0,55.0,0.6082589285714286,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.9157707847723557,0.7656650711046787,0.00014000786614317868,478.0,57.0,2.537207940291068,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-1.4785635682082614,0.8617366083955904,0.08619952625332797,468.0,55.0,2.537207940291068,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,0.007309638661181947,0.06849596869574574,0.9150140240862907,728.0,66.0,0.17438921651221567,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,-0.3280085197018107,0.18863136471409206,0.08205474224155519,718.0,65.0,0.17438921651221567,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.07389446641696558,0.13452993182248588,0.5828139966609323,726.0,66.0,0.41207284513614373,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.6262011942570285,0.4315918607657369,0.14680476323156005,716.0,65.0,0.41207284513614373,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.003750110976295438,0.06805372479226685,0.9560546901889542,728.0,66.0,0.15682967959527824,ok
mech,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.33972310969116115,0.17654437512209029,0.05431786435271705,718.0,65.0,0.15682967959527824,ok
